Datum;Euro;US$
23.01.2015;235,63;269
23.01.2015;43,8;50
23.01.2015;13,58;15,5
23.01.2015;13,58;15,5
23.01.2015;30,66;35
23.01.2015;36,79;42
23.01.2015;23,3;26,6
23.01.2015;42,92;49
23.01.2015;27,15;31
23.01.2015;66,57;76
23.01.2015;52,55;59,99
23.01.2015;44,67;51
23.01.2015;90,22;103
23.01.2015;134,8;153,89
23.01.2016;38,8;42
23.01.2016;286,42;310,01
23.01.2016;13,73;14,86
23.01.2016;121,49;131,49
23.01.2016;42,5;46
23.01.2016;65,6;71
23.01.2016;42,52;46,02
23.01.2016;32,34;35
23.01.2016;21,71;23,5
23.01.2016;44,35;48
23.01.2016;50,81;54,99
23.01.2016;28,55;30,9
23.01.2016;55,44;60
23.01.2016;53,59;58
23.01.2016;94,7;102,5
23.01.2016;301,2;326
23.01.2016;36,03;39
23.01.2016;25,56;27,66
23.01.2016;13,85;14,99
23.01.2016;137,07;148,36
23.01.2016;59,46;64,36
23.01.2016;36,03;39
23.01.2016;369,57;400
23.01.2016;73,87;79,95
23.01.2016;48,97;53
23.01.2016;364,02;394
23.01.2016;41,58;45
23.01.2016;55,44;60
23.01.2016;83,15;90
23.01.2016;55,44;60
23.01.2016;56,36;61
23.01.2017;402,68;430
23.01.2017;124,08;132,5
23.01.2017;88,96;95
23.01.2017;60,87;65
23.01.2017;58,06;62
23.01.2017;43,59;46,55
23.01.2017;40,27;43
23.01.2017;40,27;43
23.01.2017;49,52;52,88
23.01.2017;60,87;65
23.01.2017;24,82;26,5
23.01.2017;30,9;33
23.01.2017;24,35;26
23.01.2017;32,77;34,99
23.01.2017;26,36;28,15
23.01.2017;46,82;50
23.01.2017;31,37;33,5
23.01.2017;65,54;69,99
23.01.2017;45,89;49
23.01.2017;90,84;97
23.01.2017;62,74;67
23.01.2017;142,81;152,5
23.01.2017;60,87;65
23.01.2017;304,35;325
23.01.2017;23,4;24,99
23.01.2017;80,54;86
23.01.2017;27,16;29
23.01.2018;173,45;212,5
23.01.2018;244,87;300
23.01.2018;122,43;150
23.01.2018;395,87;485
23.01.2018;408,11;500
23.01.2018;303,36;371,66
23.01.2018;56,32;69
23.01.2018;35,1;43
23.01.2018;109,5;134,16
23.01.2018;73,46;90
23.01.2018;109,5;134,16
23.01.2018;37,35;45,76
23.01.2018;58,77;72
23.01.2018;32,64;39,99
23.01.2018;21,22;26
23.01.2018;44,99;55
23.01.2018;108,39;132,5
23.01.2018;16,36;20
23.01.2018;155,49;190,5
23.01.2018;40,8;49,99
23.01.2018;81,62;100
23.01.2018;48,97;59,99
23.01.2018;348,53;427
23.01.2018;18,77;23
23.01.2018;30,2;37
23.01.2018;24,68;30,24
23.01.2018;31,01;37,99
23.01.2018;25,3;31
23.01.2018;83,66;102,5
23.01.2018;10,2;12,5
23.01.2018;12,92;15,83
23.01.2018;46,69;57,2
23.01.2018;18,77;23
23.01.2018;15,51;19
23.01.2019;64,27;72,99
23.01.2019;22,94;26,05
23.01.2019;22,94;26,05
23.01.2019;66,92;76
23.01.2019;127,67;144,99
23.01.2019;127,67;144,99
23.01.2019;14,53;16,5
23.01.2019;19,81;22,5
23.01.2019;22,89;26
23.01.2019;59;67
23.01.2019;29,94;34
23.01.2019;33,46;38
23.01.2019;42,27;48
23.01.2019;34,34;39
23.01.2019;81,97;93,09
23.01.2019;34,34;39
23.01.2019;24,7;28,05
23.01.2019;203,85;231,5
23.01.2019;99,5;113
23.01.2019;63,87;72,53
23.01.2019;44,9;50,99
23.01.2019;110,07;125
23.01.2019;128,56;146
23.01.2019;62,52;71
23.01.2019;140,89;160
23.01.2019;38,74;43,99
23.02.2015;76,53;87
23.02.2015;47,28;53,75
23.02.2015;116,55;132,5
23.02.2015;312,27;355
23.02.2015;179;203,5
23.02.2015;571,75;650
23.02.2015;365,92;416
23.02.2015;229,58;261
23.02.2015;285,88;325
23.02.2015;35,18;40
23.02.2015;118,75;135
23.02.2015;251,57;286
23.02.2015;72,13;82
23.02.2015;99,84;113,5
23.02.2015;29,91;34
23.02.2015;27,27;31
23.02.2015;52,78;60
23.02.2015;79,12;89,95
23.02.2015;29,91;34
23.02.2015;21,98;24,99
23.02.2015;86,2;98
23.02.2015;30,2;34,33
23.02.2015;56,7;64,46
23.02.2015;43,1;49
23.02.2015;26,92;30,6
23.02.2015;76,69;87,19
23.02.2015;158,33;180
23.02.2015;52,77;59,99
23.02.2015;21,99;25
23.02.2015;19,34;21,99
23.02.2015;46,23;52,56
23.02.2015;39,57;44,99
23.02.2015;52,73;59,95
23.02.2015;50,14;57
23.02.2015;49,26;56
23.02.2016;27,49;30,53
23.02.2016;40,52;45
23.02.2016;40,52;45
23.02.2016;22,5;24,99
23.02.2016;40,52;45
23.02.2016;40,52;45
23.02.2016;18;19,99
23.02.2016;257,51;286
23.02.2016;45,01;49,99
23.02.2016;56,52;62,77
23.02.2016;29,67;32,95
23.02.2016;22,51;25
23.02.2016;36,02;40
23.02.2016;87,73;97,44
23.02.2016;315,14;350
23.02.2016;143,15;158,99
23.02.2016;23,41;26
23.02.2017;189,8;199,99
23.02.2017;81,62;86
23.02.2017;242,52;255,53
23.02.2017;37,18;39,17
23.02.2017;37,18;39,17
23.02.2017;37,18;39,17
23.02.2017;98,75;104,05
23.02.2017;39,86;42
23.02.2017;44,61;47
23.02.2017;23,72;24,99
23.02.2017;33,22;35
23.02.2017;36,81;38,79
23.02.2017;30,37;32
23.02.2017;118,98;125,36
23.02.2017;20,5;21,6
23.02.2017;94,91;100
23.02.2017;65,28;68,78
23.02.2017;287,57;303
23.02.2017;232,77;245,26
23.02.2017;231,73;244,17
23.02.2017;23,73;25
23.02.2017;37,95;39,99
23.02.2017;31,88;33,59
23.02.2017;74,03;78
23.02.2017;384,46;405,09
23.02.2017;86,37;91
23.02.2017;140,94;148,5
23.02.2017;231,82;244,26
23.02.2018;97;119,5
23.02.2018;72,24;89
23.02.2018;293,03;361
23.02.2018;314,95;388
23.02.2018;739,08;910,51
23.02.2018;263,77;324,95
23.02.2018;64,13;79
23.02.2018;40,55;49,95
23.02.2018;30,03;37
23.02.2018;36,53;45
23.02.2018;80,36;99
23.02.2018;284,1;350
23.02.2018;24,35;30
23.02.2018;135,56;167
23.02.2018;121,75;149,99
23.02.2018;44,64;55
23.02.2018;113,63;139,99
23.02.2018;365,26;449,99
23.02.2018;25,16;31
23.02.2018;34,9;43
23.02.2018;24,31;29,95
23.02.2018;284,06;349,95
23.02.2019;62,61;71
23.02.2019;145,95;165,49
23.02.2019;61,73;70
23.02.2019;52,9;59,99
23.02.2019;30,87;35
23.02.2019;44,09;50
23.02.2019;26,45;29,99
23.02.2019;26,46;30
23.02.2019;88,18;99,99
23.02.2019;79,36;89,99
23.02.2019;104,95;119,01
23.02.2019;97;109,99
23.02.2019;573,22;650
23.02.2019;35,27;39,99
23.02.2019;62,61;71
23.02.2019;241,53;273,88
23.03.2015;61,14;66
23.03.2015;56,7;61,2
23.03.2015;56,7;61,2
23.03.2015;56,7;61,2
23.03.2015;143,78;155,2
23.03.2015;142,29;153,59
23.03.2015;132,01;142,5
23.03.2015;275,14;297
23.03.2015;81,52;88
23.03.2015;351,11;379
23.03.2015;28,73;31,01
23.03.2015;27,79;30
23.03.2015;104,22;112,5
23.03.2015;53,73;58
23.03.2015;27,79;30
23.03.2015;53,73;58
23.03.2015;37,98;41
23.03.2015;53,43;57,67
23.03.2015;35,2;38
23.03.2015;18,52;19,99
23.03.2015;20,84;22,5
23.03.2015;28,72;31
23.03.2015;23,16;25
23.03.2015;18,52;19,99
23.03.2015;29,52;31,87
23.03.2015;28,21;30,45
23.03.2015;29,64;31,99
23.03.2015;85,24;92,01
23.03.2015;33,66;36,33
23.03.2015;28,72;31
23.03.2015;23,16;25
23.03.2015;73,08;78,89
23.03.2015;65,77;71
23.03.2015;70,92;76,55
23.03.2015;83,26;89,88
23.03.2015;53,31;57,55
23.03.2015;41,68;44,99
23.03.2015;36,02;38,88
23.03.2015;34,28;37
23.03.2015;78,74;85
23.03.2015;65,77;71
23.03.2015;41,64;44,95
23.03.2015;47,25;51
23.03.2015;41,68;44,99
23.03.2015;148,21;159,99
23.03.2015;150,54;162,5
23.03.2015;148,21;159,99
23.03.2015;49,09;52,99
23.03.2015;167,68;181
23.03.2015;18,99;20,5
23.03.2015;41,64;44,95
23.03.2015;305,71;330
23.03.2015;180,76;195,12
23.03.2015;155,17;167,5
23.03.2015;25,01;27
23.03.2015;187,6;202,5
23.03.2015;28,72;31
23.03.2015;144,52;156
23.03.2015;118,12;127,5
23.03.2015;143,59;155
23.03.2015;132,01;142,5
23.03.2015;260,79;281,51
23.03.2015;53,46;57,71
23.03.2015;33,35;36
23.03.2016;249,42;280
23.03.2016;80,17;90
23.03.2016;36,52;41
23.03.2016;71,25;79,99
23.03.2016;338,5;380
23.03.2016;320,68;360
23.03.2016;133,61;149,99
23.03.2016;249,42;280
23.03.2016;53,45;60
23.03.2017;87,92;95
23.03.2017;58,3;63
23.03.2017;138,81;149,99
23.03.2017;124,94;135
23.03.2017;163,7;176,88
23.03.2017;37,93;40,99
23.03.2017;37,94;41
23.03.2017;32,39;35
23.03.2017;32,39;35
23.03.2017;104,59;113,01
23.03.2017;99,96;108,01
23.03.2017;24,06;26
23.03.2017;138,82;150
23.03.2017;74,96;81
23.03.2017;58,26;62,95
23.03.2017;46,26;49,99
23.03.2017;79,59;86
23.03.2018;46,04;56,5
23.03.2018;8,56;10,5
23.03.2018;31,78;39
23.03.2018;61,12;75
23.03.2018;17,57;21,56
23.03.2018;74,97;92
23.03.2018;28,52;35
23.03.2018;25,26;31
23.03.2018;40,74;49,99
23.03.2018;81,48;99,99
23.03.2018;124,02;152,2
23.03.2018;244,46;299,99
23.03.2018;37,48;46
23.03.2018;44,82;55
23.03.2018;52,37;64,27
23.03.2018;101,85;124,99
23.04.2015;343,15;368
23.04.2015;190,69;204,5
23.04.2015;168,31;180,5
23.04.2015;139,4;149,5
23.04.2015;47,56;51
23.04.2015;65,16;69,88
23.04.2015;165,51;177,5
23.04.2015;83,81;89,88
23.04.2015;15,39;16,5
23.04.2015;48,49;52
23.04.2015;24,24;26
23.04.2015;31,71;34,01
23.04.2015;42,29;45,35
23.04.2015;43,83;47
23.04.2015;45,48;48,77
23.04.2015;34,4;36,89
23.04.2015;43,83;47
23.04.2015;35,22;37,77
23.04.2015;30,35;32,55
23.04.2015;101,01;108,33
23.04.2015;101,01;108,33
23.04.2015;101,01;108,33
23.04.2015;32,63;34,99
23.04.2015;42,89;46
23.04.2015;33,43;35,85
23.04.2015;30,77;33
23.04.2015;32,64;35
23.04.2015;186,48;199,99
23.04.2015;347,8;372,99
23.04.2015;676,04;725
23.04.2015;239,64;256,99
23.04.2016;52,44;59,25
23.04.2016;68,16;77
23.04.2016;231,91;262
23.04.2016;23,01;26
23.04.2016;94,13;106,35
23.04.2016;26,55;30
23.04.2016;269,97;305
23.04.2016;26,51;29,95
23.04.2016;26,51;29,95
23.04.2016;245,19;277,01
23.04.2017;84,77;90,6
23.04.2017;74,84;79,99
23.04.2017;187,12;199,99
23.04.2017;96,84;103,5
23.04.2017;77,66;83
23.04.2017;178,24;190,5
23.04.2017;280,69;300
23.04.2017;16,83;17,99
23.04.2017;14,5;15,5
23.04.2017;14,03;15
23.04.2017;84,2;89,99
23.04.2017;15,97;17,07
23.04.2017;41,48;44,33
23.04.2017;65,49;69,99
23.04.2017;40,23;43
23.04.2017;23,38;24,99
23.04.2017;29,47;31,5
23.04.2017;30,41;32,5
23.04.2017;32,75;35
23.04.2017;20,57;21,99
23.04.2017;17,31;18,5
23.04.2017;24,33;26
23.04.2017;23,85;25,49
23.04.2017;66,52;71,1
23.04.2017;32,74;34,99
23.04.2017;71,11;76
23.04.2017;37,43;40
23.04.2017;187,12;199,99
23.04.2017;28,07;30
23.04.2017;43,97;47
23.04.2017;43,97;47
23.04.2017;46,78;50
23.04.2017;77,44;82,77
23.04.2017;23,38;24,99
23.04.2017;22,01;23,52
23.04.2017;140,34;149,99
23.04.2017;38,36;41
23.04.2017;26,2;28
23.04.2017;70,16;74,99
23.04.2017;54,27;58
23.04.2017;24,32;25,99
23.04.2017;23,38;24,99
23.04.2017;33,68;36
23.04.2017;46,73;49,95
23.04.2017;182,45;195
23.04.2017;514,6;550
23.04.2017;159,53;170,5
23.04.2017;187,13;200
23.04.2017;140,34;149,99
23.04.2017;189,47;202,5
23.04.2017;136,13;145,5
23.04.2017;37,42;39,99
23.04.2017;463,14;495
23.04.2018;56,2;69
23.04.2018;228,04;280
23.04.2018;12,21;14,99
23.04.2018;35,02;43
23.04.2018;46,3;56,85
23.04.2018;16,28;19,99
23.04.2018;11,81;14,5
23.04.2018;18,98;23,31
23.04.2018;20,36;25
23.04.2018;75,74;93
23.04.2018;39,09;48
23.04.2018;74,11;91
23.04.2018;144,56;177,5
23.04.2018;14,66;18
23.04.2018;41,54;51
23.04.2018;264,69;325
23.04.2018;51,31;63
23.04.2018;370,56;454,99
23.04.2018;35,01;42,99
23.04.2018;40,71;49,99
23.04.2018;49,68;61
23.04.2018;162,48;199,5
23.04.2018;44,79;54,99
23.04.2018;118,09;145
23.04.2018;17,92;22
23.04.2018;162,88;199,99
23.05.2015;73,53;81,05
23.05.2015;182,8;201,5
23.05.2015;77,67;85,62
23.05.2015;203,86;224,72
23.05.2015;46,27;51
23.05.2015;272,16;300
23.05.2015;225,89;249
23.05.2015;40,82;45
23.05.2015;43,55;48,01
23.05.2015;122,47;135
23.05.2015;16,77;18,49
23.05.2015;71,67;79
23.05.2015;271,25;299
23.05.2015;18,1;19,95
23.05.2015;117,92;129,99
23.05.2015;29,02;31,99
23.05.2015;38,79;42,76
23.05.2015;31,75;35
23.05.2015;81,64;89,99
23.05.2015;29,94;33
23.05.2015;36,28;39,99
23.05.2015;1.369,02;1.509,09
23.05.2015;22,68;25
23.05.2015;39,56;44
23.05.2015;84,3;92,93
23.05.2015;33,57;37
23.05.2015;21,55;23,76
23.05.2015;20,41;22,5
23.05.2015;22,68;25
23.05.2015;40,82;45
23.05.2015;76,71;84,56
23.05.2015;40,82;45
23.05.2015;184,15;202,99
23.05.2015;138,35;152,5
23.05.2015;94,8;104,5
23.05.2015;37,38;41,2
23.05.2015;55,34;61
23.05.2015;72,57;80
23.05.2015;405,42;446,9
23.05.2015;64,41;71
23.05.2015;34,47;38
23.05.2015;20,41;22,5
23.05.2015;29,03;32
23.05.2015;154,21;169,99
23.05.2015;55,34;61
23.05.2015;201,85;222,5
23.05.2015;430,91;475
23.05.2015;40,82;45
23.05.2015;144,7;159,5
23.05.2015;67,13;74
23.05.2015;272,16;300
23.05.2015;15,88;17,5
23.05.2015;182,8;201,5
23.05.2015;115,67;127,5
23.05.2015;233,62;257,52
23.05.2015;107,96;119
23.05.2015;451,33;497,51
23.05.2015;125,64;138,49
23.05.2015;40,82;45
23.05.2016;154,93;173,72
23.05.2016;139,57;156,5
23.05.2016;123,96;139
23.05.2016;16,94;19
23.05.2016;16,94;19
23.05.2016;22,3;25
23.05.2016;18,28;20,5
23.05.2016;28,54;32
23.05.2016;45,27;50,76
23.05.2016;46,37;52
23.05.2016;13,82;15,5
23.05.2016;19,17;21,5
23.05.2016;45,47;50,99
23.05.2016;45,53;51,05
23.05.2016;18,28;20,5
23.05.2016;19,17;21,5
23.05.2016;27,65;31
23.05.2016;544,01;610
23.05.2016;313,03;351
23.05.2016;36,56;41
23.05.2016;62,31;69,87
23.05.2016;222,96;250
23.05.2016;42,92;48,13
23.05.2016;42,92;48,13
23.05.2016;42,92;48,13
23.05.2016;42,92;48,13
23.05.2017;223,3;249,99
23.05.2017;19,65;22
23.05.2017;23,22;25,99
23.05.2017;17,69;19,8
23.05.2017;14,74;16,5
23.05.2017;18,31;20,5
23.05.2017;133,09;149
23.05.2017;26,8;30
23.05.2017;44,65;49,99
23.05.2017;26,8;30
23.05.2017;20,54;22,99
23.05.2017;178,64;199,99
23.05.2018;48,42;57
23.05.2018;112,75;132,49
23.05.2018;14,86;17,5
23.05.2018;22,09;26
23.05.2018;28,03;33
23.05.2018;16,56;19,5
23.05.2018;43,32;51
23.05.2018;39,07;46
23.05.2018;147,37;173,5
23.05.2018;61,15;71,99
23.05.2018;39,2;46,15
23.05.2018;29,73;35
23.05.2018;29,73;35
23.05.2018;84,93;99,99
23.05.2018;81,54;96
23.05.2018;61,27;71,99
23.05.2018;59,42;69,95
23.05.2018;230,03;270,81
23.05.2018;26,33;31
23.05.2018;42,46;49,99
23.05.2018;25,47;29,99
23.05.2018;121,04;142,5
23.05.2018;27,01;31,8
23.05.2018;23,78;28
23.06.2015;114,94;130,99
23.06.2015;307,1;350
23.06.2015;13,6;15,5
23.06.2015;13,6;15,5
23.06.2015;20,18;23
23.06.2015;111;126,5
23.06.2015;30,3;34,33
23.06.2015;65,81;75
23.06.2015;65,81;75
23.06.2015;22,06;24,99
23.06.2015;14,92;17
23.06.2015;14,92;17
23.06.2015;30,71;35
23.06.2015;26,47;29,99
23.06.2015;40,36;46
23.06.2015;61,32;69,88
23.06.2015;78,96;89,99
23.06.2015;8,82;9,99
23.06.2015;29,12;32,99
23.06.2015;26,47;29,99
23.06.2015;61,78;69,99
23.06.2015;140,39;160
23.06.2015;33,34;38
23.06.2015;45,62;51,99
23.06.2015;174,61;199
23.06.2015;197,42;225
23.06.2015;34,99;39,88
23.06.2015;78,86;89,88
23.06.2015;57,02;64,99
23.06.2015;30,71;35
23.06.2015;19,73;22,49
23.06.2015;754,6;860
23.06.2015;26,31;29,99
23.06.2015;146,97;167,5
23.06.2015;42,28;48,19
23.06.2016;266,8;301
23.06.2016;208,74;235,5
23.06.2016;13,25;14,95
23.06.2016;31,01;34,99
23.06.2016;37,72;42,56
23.06.2016;69,13;77,99
23.06.2016;52,42;59,14
23.06.2016;248,19;280
23.06.2016;99,72;112,5
23.06.2016;70,91;80
23.06.2016;36,34;41
23.06.2017;41,3;45,95
23.06.2017;58,42;65
23.06.2017;359,5;400
23.06.2017;224,68;249,99
23.06.2017;16,19;18,01
23.06.2017;35,95;40
23.06.2017;22,46;24,99
23.06.2017;89,87;99,99
23.06.2017;53,92;59,99
23.06.2017;27,86;31
23.06.2017;26,06;29
23.06.2017;35,94;39,99
23.06.2017;53,92;59,99
23.06.2017;62,71;69,77
23.06.2017;51,23;57
23.06.2017;50,34;56,01
23.06.2017;32,35;36
23.06.2017;33,25;37
23.06.2017;26,06;29
23.06.2017;41,39;46,05
23.06.2017;103,36;115
23.06.2017;60,22;67
23.06.2017;33,25;37
23.06.2017;20,22;22,5
23.06.2017;35,05;39
23.06.2017;36,85;41
23.06.2017;43,19;48,06
23.06.2017;17,98;20,01
23.06.2017;40,92;45,53
23.06.2017;17,97;19,99
23.06.2017;20,01;22,26
23.06.2017;79,66;88,64
23.06.2017;123,58;137,5
23.06.2017;119,08;132,5
23.06.2017;40,25;44,78
23.06.2017;57,52;64
23.06.2018;64,45;75
23.06.2018;77,33;90
23.06.2018;154,67;180
23.06.2018;171,85;199,99
23.06.2018;414,17;482
23.06.2018;131,04;152,5
23.06.2018;120,3;140
23.06.2018;9,64;11,22
23.06.2018;17,19;20
23.06.2018;17,19;20
23.06.2018;38,67;45
23.06.2018;25,78;30
23.06.2018;25,78;30
23.06.2018;47,26;55
23.06.2018;13,31;15,49
23.06.2018;51,55;59,99
23.06.2018;17,62;20,5
23.06.2018;13,31;15,49
23.06.2018;18,47;21,5
23.06.2018;18,72;21,79
23.06.2018;15,04;17,5
23.06.2018;21,91;25,5
23.06.2018;17,19;20
23.06.2018;21,91;25,5
23.06.2018;21,9;25,49
23.06.2018;21,05;24,5
23.06.2018;19,77;23,01
23.06.2018;33,5;38,99
23.06.2018;21,04;24,49
23.06.2018;19,33;22,5
23.06.2018;22,34;26
23.06.2018;33,51;39
23.06.2018;48,98;57
23.06.2018;152,95;178
23.06.2018;30,07;34,99
23.06.2018;34,37;40
23.06.2018;34,37;40
23.06.2018;15,04;17,5
23.06.2018;19,33;22,5
23.06.2018;30,07;35
23.06.2018;55,85;65
23.06.2018;18,62;21,67
23.06.2018;30,07;35
23.06.2018;21,48;25
23.06.2018;120,29;139,99
23.06.2018;23,87;27,78
23.06.2018;17,19;20
23.06.2018;23,2;27
23.06.2018;9,64;11,22
23.06.2018;32,65;38
23.06.2018;85,92;99,99
23.06.2018;68,73;79,99
23.06.2018;240,6;280
23.06.2018;253,48;295
23.06.2018;189,04;220
23.06.2018;73,04;85
23.06.2018;82,88;96,45
23.06.2018;88,08;102,5
23.06.2018;210,95;245,5
23.06.2018;55,85;65
23.06.2018;236,3;275
23.06.2018;236,3;275
23.06.2018;85,93;100
23.06.2018;94,52;110
23.06.2018;103,11;120
23.06.2018;103,11;120
23.06.2018;777,64;905
23.06.2018;39,53;46
23.06.2018;45,15;52,55
23.06.2018;28,36;33
23.06.2018;85,07;99
23.06.2018;51,56;60
23.06.2018;111,71;130
23.06.2018;169,71;197,5
23.06.2018;79,05;92
23.06.2018;47,9;55,75
23.07.2015;187,66;204,39
23.07.2015;68,6;75
23.07.2015;88,1;95,95
23.07.2015;279,12;304
23.07.2015;293,81;320
23.07.2015;90,9;99
23.07.2015;90,9;99
23.07.2015;90,9;99
23.07.2015;50,3;55
23.07.2015;90,9;99
23.07.2015;10,79;11,8
23.07.2015;23,41;25,5
23.07.2015;18,35;19,99
23.07.2015;18,16;19,78
23.07.2015;21,11;22,99
23.07.2015;22,86;24,99
23.07.2015;21,11;22,99
23.07.2015;95,04;103,51
23.07.2015;37,64;41
23.07.2015;68,85;74,99
23.07.2015;27,54;29,99
23.07.2015;82,31;89,99
23.07.2015;22,94;24,99
23.07.2015;32,93;36
23.07.2015;234,13;255
23.07.2015;142,73;155,45
23.07.2015;164,38;179,03
23.07.2015;302,99;330
23.07.2015;15,53;16,91
23.07.2015;13,06;14,22
23.07.2015;103,29;112,5
23.07.2015;57,83;62,99
23.07.2015;27,54;29,99
23.07.2015;55,04;59,95
23.07.2015;51,42;56
23.07.2015;21,36;23,26
23.07.2015;55,09;60
23.07.2015;81,72;89
23.07.2015;37,64;41
23.07.2015;218,99;238,51
23.07.2015;37,64;41
23.07.2015;370,94;404
23.07.2015;312,17;340
23.07.2016;341,6;375
23.07.2016;138,92;152,5
23.07.2016;204,96;225
23.07.2016;45,54;49,99
23.07.2016;60,12;66
23.07.2016;46,46;51
23.07.2016;33,7;36,99
23.07.2016;232,75;255,51
23.07.2016;18,21;19,99
23.07.2016;24,6;27
23.07.2016;34,61;37,99
23.07.2016;22,77;25
23.07.2016;9,1;9,99
23.07.2016;38,29;42,03
23.07.2016;27,32;29,99
23.07.2016;25,51;28
23.07.2016;78,37;86,03
23.07.2016;27,32;29,99
23.07.2016;35,32;38,77
23.07.2016;35,53;39
23.07.2016;35,54;39,01
23.07.2016;118,42;130
23.07.2016;82,44;90,5
23.07.2016;104,75;114,99
23.07.2016;45,5;49,95
23.07.2016;126,16;138,5
23.07.2016;93,37;102,5
23.07.2016;48,78;53,55
23.07.2016;31,14;34,18
23.07.2016;40,99;45
23.07.2016;40,99;45
23.07.2016;59,21;65
23.07.2016;15,94;17,5
23.07.2016;41,9;46
23.07.2016;40,99;45
23.07.2016;136,64;150
23.07.2016;573,88;630
23.07.2017;87,78;99,99
23.07.2017;43,89;50
23.07.2017;54,43;62
23.07.2017;21,03;23,95
23.07.2017;21,51;24,5
23.07.2017;79;89,99
23.07.2017;10,97;12,5
23.07.2017;18,87;21,5
23.07.2017;26,33;29,99
23.07.2017;60,57;69
23.07.2017;23,52;26,79
23.07.2017;35,11;39,99
23.07.2017;22,82;26
23.07.2017;61,44;69,99
23.07.2017;28,97;33
23.07.2017;55,31;63
23.07.2017;34,24;39
23.07.2017;184,35;209,99
23.07.2017;262,49;299
23.07.2017;50,72;57,77
23.07.2017;45,55;51,89
23.07.2017;43,89;50
23.07.2017;267,75;305
23.07.2017;294,09;335
23.07.2017;35,13;40,02
23.07.2017;352,91;402
23.07.2017;698,78;795,99
23.07.2017;26,33;29,99
23.07.2017;105,35;120
23.07.2017;223,86;255
23.07.2017;175,53;199,95
23.07.2017;175,53;199,95
23.07.2017;175,53;199,95
23.07.2017;175,53;199,95
23.07.2018;106,8;125
23.07.2018;224,27;262,5
23.07.2018;149,48;175
23.07.2018;346,13;405,24
23.07.2018;335,34;392,5
23.07.2018;97,79;114,49
23.07.2018;38,87;45,5
23.07.2018;219,26;256,7
23.07.2018;216,01;252,9
23.07.2018;31,52;36,89
23.07.2018;54,57;63,87
23.07.2018;32,47;38
23.07.2018;59,8;69,99
23.07.2018;36,69;42,95
23.07.2018;194,32;227,5
23.07.2018;138,8;162,5
23.07.2018;292,38;342,3
23.07.2018;108,05;126,5
23.07.2018;38,44;45
23.07.2018;144,35;169
23.07.2018;46,95;54,95
23.07.2018;59,8;69,99
23.07.2018;39,3;46
23.07.2018;44,85;52,5
23.07.2018;87,82;102,79
23.07.2018;88,43;103,5
23.07.2018;66,64;78
23.07.2018;136,27;159,5
23.08.2015;133,07;150,55
23.08.2015;265,16;300
23.08.2015;198,87;225
23.08.2015;68,94;78
23.08.2015;88,39;100
23.08.2015;53,91;60,99
23.08.2015;270,07;305,55
23.08.2015;39,77;45
23.08.2015;77,35;87,51
23.08.2015;30,49;34,5
23.08.2015;36,24;41
23.08.2015;22,98;26
23.08.2015;19,45;22
23.08.2015;13,26;15
23.08.2015;23,56;26,66
23.08.2015;31,82;36
23.08.2015;26,51;29,99
23.08.2015;35,35;39,99
23.08.2015;139,21;157,5
23.08.2015;174,56;197,5
23.08.2015;53,91;60,99
23.08.2015;53,02;59,99
23.08.2015;278,42;315
23.08.2015;122,42;138,5
23.08.2015;22,53;25,49
23.08.2015;30,94;35
23.08.2015;64,52;73
23.08.2015;27,4;31
23.08.2015;67,17;76
23.08.2015;70,7;79,99
23.08.2015;92,81;105
23.08.2015;89,26;100,99
23.08.2015;89,26;100,99
23.08.2015;134,79;152,5
23.08.2015;402,16;455
23.08.2015;100,32;113,5
23.08.2016;156,67;177,5
23.08.2016;59,14;67
23.08.2016;63,99;72,5
23.08.2016;111,3;126,1
23.08.2016;139,9;158,5
23.08.2016;90,91;103
23.08.2016;139,89;158,49
23.08.2016;42,81;48,5
23.08.2016;42,81;48,5
23.08.2016;27,85;31,55
23.08.2016;136,37;154,5
23.08.2016;27,36;31
23.08.2016;33,43;37,88
23.08.2016;28,14;31,88
23.08.2016;31,78;36
23.08.2016;13,68;15,5
23.08.2016;31,84;36,07
23.08.2016;31,83;36,06
23.08.2016;35,26;39,95
23.08.2016;52,91;59,95
23.08.2016;70,61;80
23.08.2016;17,61;19,95
23.08.2016;45,01;51
23.08.2016;26,48;30
23.08.2016;62,67;71
23.08.2016;57,36;64,99
23.08.2016;51;57,78
23.08.2016;99,3;112,5
23.08.2016;52,04;58,96
23.08.2016;26,12;29,59
23.08.2016;94,88;107,5
23.08.2016;30,01;34
23.08.2016;54,72;62
23.08.2016;157,15;178,05
23.08.2016;80,32;91
23.08.2016;233,9;265
23.08.2016;26,47;29,99
23.08.2016;65,32;74
23.08.2016;54,33;61,55
23.08.2016;134,6;152,5
23.08.2016;145,1;164,39
23.08.2016;18,53;20,99
23.08.2016;40,6;46
23.08.2016;538,41;610
23.08.2016;39,72;45
23.08.2016;18,58;21,05
23.08.2016;23,32;26,42
23.08.2016;23,32;26,42
23.08.2016;23,32;26,42
23.08.2016;23,32;26,42
23.08.2016;23,32;26,42
23.08.2016;23,32;26,42
23.08.2016;52,08;59
23.08.2016;64,67;73,27
23.08.2016;59,14;67
23.08.2016;215,84;244,54
23.08.2017;27,15;31,88
23.08.2017;51,1;60
23.08.2017;0;0
23.08.2017;121,36;142,5
23.08.2017;75,8;89
